,time,lat,lon,pressure,temperature,salinity,doxy,chla,bbp700
3844,2019-06-04 23:03:50.000013,18.318842,68.250076,1249.65,6.994058,35.203617,23.650623,0.0936,0.00036834262
3870,2019-06-04 23:03:50.000013,18.318842,68.250076,1298.16,6.695062,35.172466,26.987251,0.0936,0.00039332692
3896,2019-06-04 23:03:50.000013,18.318842,68.250076,1349.59,6.383622,35.141342,32.751694,0.0864,0.00045638377
3922,2019-06-04 23:03:50.000013,18.318842,68.250076,1399.25,5.968609,35.096497,40.15237,0.1008,0.00040497864
3971,2019-06-04 23:03:50.000013,18.318842,68.250076,1494.95,5.4074793,35.043674,51.499516,0.0936,0.00040411408
4024,2019-06-04 23:03:50.000013,18.318842,68.250076,1599.54,4.77919,34.98607,65.28345,0.0864,0.0004285055
4075,2019-06-04 23:03:50.000013,18.318842,68.250076,1698.46,4.29575,34.941975,78.45893,0.0936,0.00040229398
4125,2019-06-04 23:03:50.000013,18.318842,68.250076,1796.14,3.8761857,34.904644,90.182945,0.0936,0.00042699103
4177,2019-06-04 23:03:50.000013,18.318842,68.250076,1898.13,3.4966376,34.874615,98.98233,0.0792,0.00037550938
4217,2019-06-04 23:03:50.000013,18.318842,68.250076,1980.16,3.2442,34.8539,106.08187,0.0864,0.00040045453
4230,2019-06-14 22:16:46.000002,18.479435,68.232712,7.38,29.243734,36.5593,226.04732,0.3024,0.0022602736
4235,2019-06-14 22:16:46.000002,18.479435,68.232712,14.83,29.248142,36.5591,225.60526,0.3024,0.0022348755
4238,2019-06-14 22:16:46.000002,18.479435,68.232712,19.26,29.249077,36.5592,225.27885,0.3312,0.0020062772
4241,2019-06-14 22:16:46.000002,18.479435,68.232712,22.22,29.248365,36.55921,225.25938,0.324,0.0024634737
4248,2019-06-14 22:16:46.000002,18.479435,68.232712,34.61,28.901632,36.5648,225.78052,0.3816,0.0018285732
4251,2019-06-14 22:16:46.000002,18.479435,68.232712,39.59,26.621786,36.565113,211.59982,0.4392,0.0009522648
4255,2019-06-14 22:16:46.000002,18.479435,68.232712,44.93,25.696795,36.58556,199.57167,0.4032,0.0011934325
4258,2019-06-14 22:16:46.000002,18.479435,68.232712,48.54,25.32421,36.56368,181.77818,0.396,0.0012823612
4264,2019-06-14 22:16:46.000002,18.479435,68.232712,59.56,24.872683,36.557964,173.52512,0.2952,0.0006218934
4270,2019-06-14 22:16:46.000002,18.479435,68.232712,69.2,24.67863,36.5909,167.2075,0.2448,0.00062179484
4276,2019-06-14 22:16:46.000002,18.479435,68.232712,79.33,24.187717,36.528217,157.3916,0.1152,0.00058375264
4281,2019-06-14 22:16:46.000002,18.479435,68.232712,87.15,24.122332,36.60618,157.75653,0.0432,0.00050734985
4288,2019-06-14 22:16:46.000002,18.479435,68.232712,99.54,23.812077,36.57145,134.73984,0.0576,0.0003803561
4294,2019-06-14 22:16:46.000002,18.479435,68.232712,109.37,23.099295,36.439137,93.40186,0.0432,0.0003677612
4300,2019-06-14 22:16:46.000002,18.479435,68.232712,118.09,22.020601,36.254642,44.863407,0.0576,0.00031698644
4306,2019-06-14 22:16:46.000002,18.479435,68.232712,129.82,21.050886,36.125816,17.36318,0.0576,0.0005581838
4311,2019-06-14 22:16:46.000002,18.479435,68.232712,137.91,20.0489,35.96224,7.3374777,0.0504,0.0003040652
4318,2019-06-14 22:16:46.000002,18.479435,68.232712,149.68,18.848831,35.75449,3.2852333,0.0648,0.0004181611
4324,2019-06-14 22:16:46.000002,18.479435,68.232712,158.71,18.608013,35.706947,2.9733357,0.072,0.00065941876
4330,2019-06-14 22:16:46.000002,18.479435,68.232712,168.76,18.307932,35.65341,2.9835832,0.0576,0.00054505497
4336,2019-06-14 22:16:46.000002,18.479435,68.232712,179.78,18.190763,35.735172,2.977543,0.072,0.0006971875
4342,2019-06-14 22:16:46.000002,18.479435,68.232712,188.24,17.780073,35.764732,2.9990764,0.0792,0.0008873444
4348,2019-06-14 22:16:46.000002,18.479435,68.232712,199.89,17.914684,35.99987,2.9839845,0.0792,0.00073450786
4359,2019-06-14 22:16:46.000002,18.479435,68.232712,218.4,17.074291,35.96694,3.0323439,0.0936,0.00093721005
4370,2019-06-14 22:16:46.000002,18.479435,68.232712,239.38,16.269457,35.967785,3.0943854,0.0936,0.0008476552
4381,2019-06-14 22:16:46.000002,18.479435,68.232712,259.28,15.720162,35.985733,3.1182382,0.1008,0.000796367
4392,2019-06-14 22:16:46.000002,18.479435,68.232712,279.47,14.881463,35.87543,3.2081459,0.108,0.00085935165
4401,2019-06-14 22:16:46.000002,18.479435,68.232712,295.84,14.4863,35.84252,3.2355833,0.0864,0.00078285445
4413,2019-06-14 22:16:46.000002,18.479435,68.232712,317.47,14.245938,35.827126,3.265634,0.0864,0.0006937666
4425,2019-06-14 22:16:46.000002,18.479435,68.232712,339.62,14.047068,35.831924,3.2798977,0.0936,0.00073166104
4436,2019-06-14 22:16:46.000002,18.479435,68.232712,359.41,13.868063,35.82865,3.2994113,0.0936,0.0005663876
4447,2019-06-14 22:16:46.000002,18.479435,68.232712,379.1,13.739463,35.832066,3.313897,0.0936,0.00052815775
4457,2019-06-14 22:16:46.000002,18.479435,68.232712,397.47,13.465955,35.795437,3.3401265,0.0936,0.00065498025
4484,2019-06-14 22:16:46.000002,18.479435,68.232712,449.62,13.098166,35.787304,3.3956587,0.1008,0.00048948074
4510,2019-06-14 22:16:46.000002,18.479435,68.232712,499.4,12.756085,35.766598,3.4244506,0.0864,0.00040026128
4536,2019-06-14 22:16:46.000002,18.479435,68.232712,548.65,12.323037,35.72594,3.4954348,0.0864,0.00043797385
4562,2019-06-14 22:16:46.000002,18.479435,68.232712,599.51,11.790054,35.670696,3.5832121,0.0792,0.00043747915
4588,2019-06-14 22:16:46.000002,18.479435,68.232712,649.35,11.380223,35.634026,3.6258235,0.0936,0.00029737529
4614,2019-06-14 22:16:46.000002,18.479435,68.232712,699.1,11.039866,35.604893,3.677379,0.0936,0.0003097157
4640,2019-06-14 22:16:46.000002,18.479435,68.232712,748.4,10.692466,35.57799,3.7394881,0.0864,0.00030933996
4666,2019-06-14 22:16:46.000002,18.479435,68.232712,799.59,10.149598,35.51089,4.3024483,0.0792,0.00032148662
4692,2019-06-14 22:16:46.000002,18.479435,68.232712,849.48,9.651998,35.45964,5.3286996,0.0792,0.00032092995
4718,2019-06-14 22:16:46.000002,18.479435,68.232712,899.68,9.280085,35.42069,6.68065,0.1008,0.0003713023
4744,2019-06-14 22:16:46.000002,18.479435,68.232712,949.42,8.948368,35.395664,7.9044485,0.0936,0.00039628695
4770,2019-06-14 22:16:46.000002,18.479435,68.232712,999.04,8.708048,35.384968,8.100525,0.0864,0.00039596247
4796,2019-06-14 22:16:46.000002,18.479435,68.232712,1049.73,8.315283,35.341774,10.057893,0.1008,0.0004462847
4822,2019-06-14 22:16:46.000002,18.479435,68.232712,1099.53,7.9514437,35.30191,13.130749,0.1008,0.0004204235
4848,2019-06-14 22:16:46.000002,18.479435,68.232712,1149.63,7.6471395,35.2728,15.415604,0.0936,0.000394617
4874,2019-06-14 22:16:46.000002,18.479435,68.232712,1199.45,7.400578,35.24926,17.367355,0.0936,0.00041969403
4900,2019-06-14 22:16:46.000002,18.479435,68.232712,1249.47,7.065793,35.21163,22.077717,0.0864,0.00044463566
4925,2019-06-14 22:16:46.000002,18.479435,68.232712,1296.99,6.8193316,35.18616,25.503195,0.0936,0.00044429657
4952,2019-06-14 22:16:46.000002,18.479435,68.232712,1349.44,6.400303,35.14392,31.918,0.0936,0.0003929024
4978,2019-06-14 22:16:46.000002,18.479435,68.232712,1399.51,6.006697,35.10046,39.37344,0.0864,0.0003923323
5029,2019-06-14 22:16:46.000002,18.479435,68.232712,1499.66,5.4502,35.047897,49.61302,0.0936,0.00042958284
5080,2019-06-14 22:16:46.000002,18.479435,68.232712,1599.6,4.8380365,34.99232,63.250046,0.0792,0.0004158997
5131,2019-06-14 22:16:46.000002,18.479435,68.232712,1698.82,4.2898126,34.942436,77.86836,0.0864,0.0004403912
5181,2019-06-14 22:16:46.000002,18.479435,68.232712,1796.67,3.788992,34.89964,91.1338,0.0936,0.00042682057
5233,2019-06-14 22:16:46.000002,18.479435,68.232712,1898.55,3.4424088,34.87109,100.83532,0.0864,0.0003881113
5273,2019-06-14 22:16:46.000002,18.479435,68.232712,1981.37,3.2219,34.8511,108.04099,0.0864,0.0004131162
5289,2019-06-24 21:47:45.999985,18.54533,68.246429,9.54,29.411917,36.53376,257.006,0.4176,0.00266673
5293,2019-06-24 21:47:45.999985,18.54533,68.246429,14.11,29.063044,36.597126,257.18073,0.9432,0.004330299
5296,2019-06-24 21:47:45.999985,18.54533,68.246429,19.42,28.85147,36.602688,245.21071,0.7848,0.004546197
5300,2019-06-24 21:47:45.999985,18.54533,68.246429,24.53,28.699938,36.58529,234.08356,0.9,0.004343051
5303,2019-06-24 21:47:45.999985,18.54533,68.246429,28.83,28.349842,36.507412,224.38759,2.4768,0.0037971672
5307,2019-06-24 21:47:45.999985,18.54533,68.246429,34.01,28.362549,36.540924,226.91513,1.332,0.0018031865
5310,2019-06-24 21:47:45.999985,18.54533,68.246429,38.84,28.403433,36.574604,226.85191,1.8576,0.002196825
5314,2019-06-24 21:47:45.999985,18.54533,68.246429,44.43,28.341997,36.579388,221.05154,0.7416,0.0016126261
5315,2019-06-24 21:47:45.999985,18.54533,68.246429,45.85,28.300426,36.576233,220.19528,0.4968,0.0014602387
5333,2019-06-24 21:47:45.999985,18.54533,68.246429,79.23,25.859243,36.59347,182.2845,0.1368,0.0005838358
5338,2019-06-24 21:47:45.999985,18.54533,68.246429,87.74,24.65565,36.575085,167.26794,0.1584,0.0005075286
5345,2019-06-24 21:47:45.999985,18.54533,68.246429,99.76,24.240637,36.557316,154.25693,0.1224,0.00059638714
5350,2019-06-24 21:47:45.999985,18.54533,68.246429,106.4,23.982157,36.533657,144.49706,0.0792,0.00062178425
5357,2019-06-24 21:47:45.999985,18.54533,68.246429,118.94,23.409948,36.46227,120.79136,0.0792,0.0006090862
5363,2019-06-24 21:47:45.999985,18.54533,68.246429,129.84,22.824533,36.39808,99.68142,0.0504,0.0004820579
5369,2019-06-24 21:47:45.999985,18.54533,68.246429,139.41,22.17707,36.348415,67.22361,0.0648,0.00046925744
5373,2019-06-24 21:47:45.999985,18.54533,68.246429,145.87,21.698374,36.339764,51.65752,0.0576,0.00041829387
5381,2019-06-24 21:47:45.999985,18.54533,68.246429,159.43,20.567394,36.180447,29.756443,0.0648,0.0004054145
5386,2019-06-24 21:47:45.999985,18.54533,68.246429,167.54,20.158863,36.11906,22.269426,0.0648,0.0003799632
5392,2019-06-24 21:47:45.999985,18.54533,68.246429,178.07,19.5473,36.0126,10.311807,0.0792,0.00039258756
5398,2019-06-24 21:47:45.999985,18.54533,68.246429,188.41,18.452137,35.83991,3.5112684,0.0792,0.00045581892
5404,2019-06-24 21:47:45.999985,18.54533,68.246429,198.45,17.845903,35.782837,2.9552085,0.0864,0.00069685053
5415,2019-06-24 21:47:45.999985,18.54533,68.246429,219.73,16.915255,35.817577,2.987313,0.0936,0.0009754875
5423,2019-06-24 21:47:45.999985,18.54533,68.246429,234.0,16.630638,35.94462,3.0005803,0.0936,0.0009368875
5437,2019-06-24 21:47:45.999985,18.54533,68.246429,258.39,15.754087,35.871243,3.058876,0.0864,0.0012284658
5448,2019-06-24 21:47:45.999985,18.54533,68.246429,279.86,14.671536,35.791084,3.129101,0.0864,0.0008339602
5459,2019-06-24 21:47:45.999985,18.54533,68.246429,299.51,13.555048,35.5963,3.2281518,0.0792,0.0008460096
5468,2019-06-24 21:47:45.999985,18.54533,68.246429,315.48,13.705189,35.70345,3.2343314,0.0792,0.000858646
5481,2019-06-24 21:47:45.999985,18.54533,68.246429,338.09,13.153793,35.63081,3.289446,0.0864,0.0005788128
5492,2019-06-24 21:47:45.999985,18.54533,68.246429,359.46,12.877179,35.617893,3.3064287,0.0792,0.0006293379
5502,2019-06-24 21:47:45.999985,18.54533,68.246429,376.56,12.718375,35.601997,3.3445385,0.0936,0.0006418979
5514,2019-06-24 21:47:45.999985,18.54533,68.246429,399.07,12.455178,35.578545,3.3693974,0.0864,0.00046386593
5540,2019-06-24 21:47:45.999985,18.54533,68.246429,449.58,12.76571,35.753876,3.3515532,0.0936,0.000552699
5566,2019-06-24 21:47:45.999985,18.54533,68.246429,499.29,12.314337,35.70534,3.4133584,0.0936,0.000425308
5592,2019-06-24 21:47:45.999985,18.54533,68.246429,549.29,11.887786,35.662025,3.4749272,0.0864,0.00037411286
5618,2019-06-24 21:47:45.999985,18.54533,68.246429,599.48,11.513004,35.6412,3.536771,0.0792,0.00033561807
5644,2019-06-24 21:47:45.999985,18.54533,68.246429,649.86,11.136164,35.614803,3.58806,0.1008,0.0003225131
5670,2019-06-24 21:47:45.999985,18.54533,68.246429,699.42,10.712525,35.579613,3.6639242,0.0792,0.00032206366
5694,2019-06-24 21:47:45.999985,18.54533,68.246429,744.92,10.375615,35.544025,3.8803177,0.0864,0.0003343953
5722,2019-06-24 21:47:45.999985,18.54533,68.246429,799.56,9.839625,35.482082,4.7255583,0.0864,0.00033383624
5748,2019-06-24 21:47:45.999985,18.54533,68.246429,849.19,9.438224,35.441933,5.9017806,0.0864,0.0003714699
5774,2019-06-24 21:47:45.999985,18.54533,68.246429,899.77,9.178633,35.42068,6.8526244,0.0864,0.0003711565
5800,2019-06-24 21:47:45.999985,18.54533,68.246429,949.35,8.909327,35.401043,7.748912,0.0936,0.0005486162
5824,2019-06-24 21:47:45.999985,18.54533,68.246429,995.89,8.6107645,35.37495,8.626392,0.0936,0.00045934707
5852,2019-06-24 21:47:45.999985,18.54533,68.246429,1049.59,8.229244,35.333317,11.110879,0.0936,0.00043346823
5878,2019-06-24 21:47:45.999985,18.54533,68.246429,1099.43,7.858512,35.29176,14.251734,0.0936,0.000420305
5904,2019-06-24 21:47:45.999985,18.54533,68.246429,1149.69,7.5537443,35.263035,16.694424,0.0936,0.00044529643
5930,2019-06-24 21:47:45.999985,18.54533,68.246429,1199.27,7.284579,35.237366,18.936628,0.1008,0.0004068354
5956,2019-06-24 21:47:45.999985,18.54533,68.246429,1248.71,7.0334525,35.208126,22.943993,0.0936,0.00045729693
5982,2019-06-24 21:47:45.999985,18.54533,68.246429,1299.59,6.6759,35.172478,26.965908,0.0936,0.00045678977
6008,2019-06-24 21:47:45.999985,18.54533,68.246429,1349.48,6.361537,35.14202,31.579245,0.108,0.0003928406
6033,2019-06-24 21:47:45.999985,18.54533,68.246429,1397.68,5.9757648,35.099575,39.451546,0.0864,0.00039228037
6084,2019-06-24 21:47:45.999985,18.54533,68.246429,1497.18,5.410059,35.043995,51.115597,0.0936,0.00039142207
6136,2019-06-24 21:47:45.999985,18.54533,68.246429,1599.53,4.7833357,34.986843,65.044,0.072,0.00042851458
6187,2019-06-24 21:47:45.999985,18.54533,68.246429,1699.56,4.241115,34.939236,78.42586,0.0864,0.0004149076
6238,2019-06-24 21:47:45.999985,18.54533,68.246429,1799.72,3.8029153,34.9018,90.45059,0.0864,0.00038874807
6288,2019-06-24 21:47:45.999985,18.54533,68.246429,1897.47,3.4086444,34.868866,101.774124,0.0792,0.0003753472
6329,2019-06-24 21:47:45.999985,18.54533,68.246429,1982.17,3.1273,34.8443,111.07369,0.0936,0.00042564067
6345,2019-07-04 21:18:46.000008,18.609087,68.095238,9.13,29.52912,36.635303,225.03072,0.1944,0.0010027866
6348,2019-07-04 21:18:46.000008,18.609087,68.095238,13.82,29.530827,36.6357,224.93137,0.2016,0.00096468563
6352,2019-07-04 21:18:46.000008,18.609087,68.095238,19.02,29.5314,36.636753,224.5574,0.1872,0.0011170823
6355,2019-07-04 21:18:46.000008,18.609087,68.095238,22.84,29.531816,36.637634,224.38223,0.2232,0.0011297838
6358,2019-07-04 21:18:46.000008,18.609087,68.095238,27.86,29.532509,36.639214,224.02257,0.2232,0.0011932757
6363,2019-07-04 21:18:46.000008,18.609087,68.095238,34.76,29.534637,36.645367,223.58043,0.2016,0.0009138725
6364,2019-07-04 21:18:46.000008,18.609087,68.095238,35.81,29.536228,36.6547,223.51303,0.2304,0.0013329523
6369,2019-07-04 21:18:46.000008,18.609087,68.095238,42.54,29.472166,36.847755,220.83476,0.2592,0.0010023029
6373,2019-07-04 21:18:46.000008,18.609087,68.095238,49.49,28.716787,36.70595,209.69174,0.7992,0.0010788969
6379,2019-07-04 21:18:46.000008,18.609087,68.095238,59.81,26.768232,36.53772,196.87794,0.6192,0.0009523487
6385,2019-07-04 21:18:46.000008,18.609087,68.095238,68.71,25.959623,36.544575,193.97246,0.5472,0.00071098126
6391,2019-07-04 21:18:46.000008,18.609087,68.095238,79.63,25.361362,36.522995,163.29773,0.4248,0.0007617473
6397,2019-07-04 21:18:46.000008,18.609087,68.095238,88.6,24.689705,36.474182,156.9406,0.4464,0.00092686585
6403,2019-07-04 21:18:46.000008,18.609087,68.095238,99.62,24.38978,36.557693,159.58011,0.3384,0.00071070844
6409,2019-07-04 21:18:46.000008,18.609087,68.095238,109.63,24.18587,36.576847,147.90302,0.3456,0.00058363716
6414,2019-07-04 21:18:46.000008,18.609087,68.095238,117.85,23.803349,36.546143,134.16656,0.252,0.00069790933
6420,2019-07-04 21:18:46.000008,18.609087,68.095238,127.67,23.397585,36.545715,117.33,0.1008,0.00041840304
6427,2019-07-04 21:18:46.000008,18.609087,68.095238,139.52,22.615799,36.417774,49.281776,0.0648,0.00044383388
6433,2019-07-04 21:18:46.000008,18.609087,68.095238,148.52,21.043863,36.08039,19.17857,0.0576,0.00038048127
6439,2019-07-04 21:18:46.000008,18.609087,68.095238,159.53,20.15103,36.021927,6.3240824,0.0648,0.0003547864
6445,2019-07-04 21:18:46.000008,18.609087,68.095238,168.42,19.357906,35.91695,4.5789447,0.0792,0.0003673002
6450,2019-07-04 21:18:46.000008,18.609087,68.095238,177.02,18.339338,35.76285,3.0665615,0.0792,0.0005575376
6456,2019-07-04 21:18:46.000008,18.609087,68.095238,187.35,17.742813,35.743286,2.9350667,0.0864,0.0007349656
6463,2019-07-04 21:18:46.000008,18.609087,68.095238,199.52,17.122942,35.725594,2.94978,0.0864,0.00097586174
6474,2019-07-04 21:18:46.000008,18.609087,68.095238,219.67,16.086452,35.68397,3.013356,0.0792,0.00091161876
6484,2019-07-04 21:18:46.000008,18.609087,68.095238,237.72,15.565288,35.69605,3.0615244,0.0936,0.001038176
6495,2019-07-04 21:18:46.000008,18.609087,68.095238,257.07,15.199713,35.72461,3.0961866,0.1008,0.0009107863
6507,2019-07-04 21:18:46.000008,18.609087,68.095238,279.87,15.352479,35.89126,3.073068,0.0936,0.0010756452
6517,2019-07-04 21:18:46.000008,18.609087,68.095238,296.46,15.116738,35.910286,3.0933213,0.0864,0.00089759653
6529,2019-07-04 21:18:46.000008,18.609087,68.095238,319.15,14.615755,35.880894,3.1454113,0.1008,0.0008591052
6540,2019-07-04 21:18:46.000008,18.609087,68.095238,339.61,14.282255,35.87588,3.1867025,0.1008,0.0010238858
6551,2019-07-04 21:18:46.000008,18.609087,68.095238,359.54,14.007229,35.86412,3.2143044,0.0864,0.0006553497
6562,2019-07-04 21:18:46.000008,18.609087,68.095238,379.57,13.744839,35.84527,3.2402453,0.0936,0.0008456184
6572,2019-07-04 21:18:46.000008,18.609087,68.095238,396.2,13.55348,35.83232,3.2545674,0.0864,0.00059145974
6599,2019-07-04 21:18:46.000008,18.609087,68.095238,449.69,12.895936,35.761086,3.328766,0.0864,0.00042582827
6624,2019-07-04 21:18:46.000008,18.609087,68.095238,497.23,12.474147,35.73452,3.3835773,0.0864,0.0006032176
6651,2019-07-04 21:18:46.000008,18.609087,68.095238,549.73,12.014534,35.69327,3.4310641,0.0864,0.00033608667
6676,2019-07-04 21:18:46.000008,18.609087,68.095238,597.38,11.570425,35.650215,3.4837093,0.0936,0.00036106637
6703,2019-07-04 21:18:46.000008,18.609087,68.095238,649.64,11.2185,35.620117,3.5207047,0.1008,0.00039879594
6729,2019-07-04 21:18:46.000008,18.609087,68.095238,699.77,10.805818,35.582348,3.597561,0.0936,0.00030947456
6755,2019-07-04 21:18:46.000008,18.609087,68.095238,749.11,10.380444,35.541016,3.8426752,0.072,0.00033441454
6781,2019-07-04 21:18:46.000008,18.609087,68.095238,799.55,9.924642,35.49248,4.6284466,0.0864,0.00035931883
6807,2019-07-04 21:18:46.000008,18.609087,68.095238,849.76,9.542095,35.454926,5.3779154,0.0936,0.0003969938
6833,2019-07-04 21:18:46.000008,18.609087,68.095238,899.6,9.237618,35.43078,6.3413506,0.0792,0.0004093172
6859,2019-07-04 21:18:46.000008,18.609087,68.095238,949.53,8.8892765,35.394024,8.335954,0.0864,0.00038352123
6884,2019-07-04 21:18:46.000008,18.609087,68.095238,996.99,8.616934,35.370674,9.378648,0.1008,0.00042127186
6911,2019-07-04 21:18:46.000008,18.609087,68.095238,1049.62,8.294685,35.33431,11.830896,0.0936,0.00047166907
6936,2019-07-04 21:18:46.000008,18.609087,68.095238,1097.91,8.002024,35.306835,13.403859,0.1008,0.00039509137
6963,2019-07-04 21:18:46.000008,18.609087,68.095238,1149.62,7.594069,35.265076,16.688635,0.0864,0.00043265577
6989,2019-07-04 21:18:46.000008,18.609087,68.095238,1199.38,7.2659426,35.232353,19.584276,0.108,0.00041951193
7014,2019-07-04 21:18:46.000008,18.609087,68.095238,1247.5,7.0017557,35.204334,23.227818,0.0792,0.0004572537
7041,2019-07-04 21:18:46.000008,18.609087,68.095238,1299.5,6.6508403,35.169823,27.260153,0.0864,0.0005964566
7067,2019-07-04 21:18:46.000008,18.609087,68.095238,1349.18,6.357525,35.141727,31.194912,0.0864,0.00038013427
7092,2019-07-04 21:18:46.000008,18.609087,68.095238,1396.14,6.078618,35.113335,36.23306,0.0936,0.00041782352
7144,2019-07-04 21:18:46.000008,18.609087,68.095238,1499.4,5.380535,35.041813,51.29411,0.0792,0.00036596702
7195,2019-07-04 21:18:46.000008,18.609087,68.095238,1599.4,4.8266015,34.990456,64.50326,0.1008,0.0004285869
7246,2019-07-04 21:18:46.000008,18.609087,68.095238,1699.53,4.308332,34.94593,76.179016,0.0936,0.0004277148
7297,2019-07-04 21:18:46.000008,18.609087,68.095238,1799.67,3.8687167,34.909332,86.83617,0.0936,0.00040155812
7347,2019-07-04 21:18:46.000008,18.609087,68.095238,1897.68,3.475353,34.874977,99.07456,0.0864,0.00036276976
7393,2019-07-04 21:18:46.000008,18.609087,68.095238,1990.22,3.2013,34.8522,105.966545,0.0792,0.00043847124
